author_sort,authors,comments,cover,formats,id,identifiers,isbn,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,timestamp,title,title_sort,uuid,#read,#website
"Greenberg, Ira","Ira Greenberg","If you're interested in creating cutting-edge code-based art and animations, you've come to the right place! Processing (available at www.processing.org) is a revolutionary open source programming language and environment designed to bridge the gap between programming and art, allowing non-programmers to learn programming fundamentals as easily as possible, and empowering anyone to produce beautiful creations using math patterns. With the software freely available, Processing provides an accessible alternative to using Flash for creative coding and computational art--both on and off the Web.

This book is written especially for artists, designers, and other creative professionals and students exploring code art, graphics programming, and computational aesthetics. The book provides a solid and comprehensive foundation in programming, including object-oriented principles, and introduces you to the easy-to-grasp Processing language, so no previous coding experience is necessary. The book then goes through using Processing to code lines, curves, shapes, and motion, continuing to the point where you'll have mastered Processing and can really start to unleash your creativity with realistic physics, interactivity, and 3D! In the final chapter, you'll even learn how to extend your Processing skills by working directly with the powerful Java programming languagethe language Processing itself is built with.

### About the Author

'

Ira Greenberg directs the Center of Creative Computation and is Associate Professor with a joint appointment in the Meadows School of the Arts and Lyle School of Engineering at Southern Methodist University, Dallas TX. He is the author of Processing: Creative Coding and Computational Art and The Essential Guide to Processing for Flash Developers, both from friends of ED/Apress. Ira received his BFA from Cornell University and his MFA from the University of Pennsylvania. 

'
","/home/tom/Calibre Library/Ira Greenberg/Processing_ Creative Coding and Computational Art (85)/cover.jpg","epub, pdf","85","isbn:9781590596173,amazon:159059617X","9781590596173","eng","Calibre Library","2007-05-30T00:00:00+10:00","friendsofED","4","","1.0","14372080","Computers & Technology, Programming, Game Programming, Graphics & Multimedia, Languages & Tools, Software Design; Testing & Engineering, Software Development, Software, Computer Science, Graphics & Visualization, Programming Languages, Software Design & Engineering, Reference","2015-10-27T16:15:38+10:00","Processing: Creative Coding and Computational Art","Processing: Creative Coding and Computational Art","a056be71-6682-49c4-973c-9605ec27b2bf","",""
"Unknown","Unknown","","","epub, pdf","54","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","2354050","","2016-07-04T16:23:49+10:00","Progetto di reti locali lecture notes","Progetto di reti locali lecture notes","2203c6a4-cda4-4066-ae06-73967964a84a","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/Programming in Lua (first edition) (43)/cover.jpg","epub, zip","43","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","480375","","2016-07-04T02:37:50+10:00","Programming in Lua (first edition)","Programming in Lua (first edition)","e7829e87-e5fe-41d9-8723-765561ff4c36","",""
"Unknown","Unknown","","","epub, pdf","55","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","2348327","","2016-07-04T16:17:54+10:00","Protocolli e architetture di routing lecture notes","Protocolli e architetture di routing lecture notes","a0b1b07e-442d-4eeb-82a4-f0bcff462e2a","",""
"Schember, John","John Schember","calibre Quick Start Guide","/home/tom/Calibre Library/John Schember/Quick Start Guide (130)/cover.jpg","epub","130","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","54400","","2016-09-03T10:06:42+10:00","Quick Start Guide","Quick Start Guide","b1f7fa78-dfe8-49a8-b9a9-176672581348","",""
"McNutt, Dinah","Dinah McNutt","Release engineering is a relatively new and fast-growing discipline for building and delivering software. Release engineers at Google, for instance, use knowledge of development, configuration management, test integration, system administration, and customer support to compile, assemble, and deliver source code into software components or finished products. With this excerpt from O'Reilly's Site Reliability Engineering, you’ll learn how Google's approach can inform your own company's release engineering process--regardless of company size or the tools you use. Google Release Team member Dinah McNutt explains the rationale behind the company's release engineering philosophy of self-sufficient teams, frequent (often-hourly) releases, and a self-contained build process that depends on known versions of build tools and dependencies. You'll discover a proven process for manufacturing software that is repeatable, gives predictable results, scales well, and can contribute to the growth of your company.","/home/tom/Calibre Library/Dinah McNutt/Release Engineering (196)/cover.jpg","epub, mobi, pdf","196","","","eng","Calibre Library","2016-06-17T10:00:00+10:00","O'Reilly Media, Inc.","","","1.0","7762513","","2016-09-12T00:35:17+10:00","Release Engineering","Release Engineering","2a0fd5c2-1972-4b0a-96e1-b509191d67d6","",""
"Lessig, Lawrence","Lawrence Lessig","The reigning authority on intellectual property in the Internet age, Lawrence Lessig spotlights the newest and possibly the most harmful culture war?a war waged against those who create and consume art. America?s copyright laws have ceased to perform their original, beneficial role: protecting artists? creations while allowing them to build on previous creative works. In fact, our system now criminalizes those very actions. Remix is an urgent, eloquent plea to end a war that harms every intrepid, creative user of new technologies. It also offers an inspiring vision of the postwar world where enormous opportunities await those who view art as a resource to be shared openly rather than a commodity to be hoarded. 

**

### From Publishers Weekly

Should anyone besides libertarian hackers or record companies care about copyright in the online world? In this incisive treatise, Stanford law prof and *Wired* columnist Lessig (*Free Culture*) argues that we should. He frames the problem as a war between an old read-only culture, in which media megaliths sell copyrighted music and movies to passive consumers, and a dawning digital read-write culture, in which audiovisual products are freely downloaded and manipulated in an explosion of democratized creativity. Both cultures can thrive in a hybrid economy, he contends, pioneered by Web entities like YouTube. Lessig's critique of draconian copyright laws—highlighted by horror stories of entertainment conglomerates threatening tweens for putting up Harry Potter fan sites—is trenchant. (Why, he asks, should sampling music and movies be illegal when quoting texts is fine?) Lessig worries that too stringent copyright laws could stifle such remix masterpieces as a powerful doctored video showing George Bush and Tony Blair lip-synching the song Endless Love, or making scofflaws of America's youth by criminalizing their irrepressible downloading. We leave this (copyrighted) book feeling the stakes are pretty low, except for media corporations. *(Oct. 20)*   
Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. 

### From The New Yorker

As Lessig, a law professor at Stanford, sees it, if intellectual-property law is left as it is an entire generation will be criminalized. He argues that the ways in which young people break copyright laws help them to become the sort of people we want them to be'creative and collaborative. Kids today are simply not going to give up downloading music and using copyrighted material in YouTube videos: they belong to a culture for which 'remix' is 'the essential art.' Lessig's proposals for revising copyright are compelling, because they rethink intellectual-property rights without abandoning them. He argues that hybrids that combine the 'commercial and sharing' economies can create value for both sides (as Harry Potter fan sites and Lostpedia have done); indeed, one problem is media companies' appropriating the work of fans without returning the favor. 'When both benefit,' Lessig writes, 'how do we say who is riding for free?'   
Copyright ©2008* Click here to subscribe to The New Yorker*
","/home/tom/Calibre Library/Lawrence Lessig/Remix_ Making Art and Commerce Thrive in the Hybrid Economy (155)/cover.jpg","epub","155","isbn:9780143116134,amazon:0143116134","9780143116134","eng","Calibre Library","2009-09-29T00:00:00+10:00","Penguin Books","4","","1.0","268600","Lawrence Lessig; Remix","2015-10-27T16:15:43+10:00","Remix: Making Art and Commerce Thrive in the Hybrid Economy","Remix: Making Art and Commerce Thrive in the Hybrid Economy","0aea9974-fffd-4f71-93d9-63d67ad3ba90","True",""
"Byrne, Rhonda","Rhonda Byrne","<p>A Simon & Schuster eBook. Simon & Schuster has a great book for every reader.","","epub","146","isbn:9781925030105","9781925030105","eng","Calibre Library","2013-05-18T00:00:00+10:00","Simon & Schuster Australia","","","1.0","3761792","Body, Mind, Spirit","2015-10-27T16:15:45+10:00","Secret Daily Teachings","Secret Daily Teachings","8278f6ae-3d80-45a6-baac-cb69c5a557be","",""
"Byrne, Rhonda","Rhonda Byrne","Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of *The Secret* come together in an incredible revelation that will be life-transforming for all who experience it. 

In this book, you'll learn how to use *The Secret* in every aspect of your life -- money, health, relationships, happiness, and in every interaction you have in the world. You'll begin to understand the hidden, untapped power that's within you, and this revelation can bring joy to every aspect of your life.

*The Secret* contains wisdom from modern-day teachers -- men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of *The Secret*, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.

**

### From Publishers Weekly

Supporters will hail this New Age self-help book on the law of attraction as a groundbreaking and life-changing work, finding validation in its thesis that one's positive thoughts are powerful magnets that attract wealth, health, happiness... and did we mention wealth? Detractors will be appalled by this as well as when the book argues that fleeting negative thoughts are powerful enough to create terminal illness, poverty and even widespread disasters. The audio version of this controversial book, read by Byrne and contributing authors such as John Gray and Neale Donald Walsch, is uneven at best. The cheesy, obvious sound effects will not do much to add intellectual respectability to a work that has been widely denounced as pseudoscience. Mostly, this audio is hampered by its confusing and disjointed organization—techniques that worked reasonably well in the print version and the movie, such as cutting every few seconds from one enthusiastic expert to another, make for a choppy and somewhat bewildering listening experience. The gentle cadences of Rhonda Byrne's breathy, Aussie-infused voice are certainly the best part of the audio, but her material is scarce and provides mostly connective tissue between the testimonials.   
Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved. 

### From the Publisher

The Secret is truly the most outstanding book to date that we have published. I am so pleased that Rhonda Byrne was able to bring together this life-changing information so masterfully. She first did it for the movie of the same name that she produced, which has been a phenomenon in its own right. She then added, in only ones month's time, incredible additional content to the transcript of the film that brings even more clarity to the reader. This is absolutely a book that people from all walks of life can read and then ""get"" the concept of The Secret. It allows them to then take it and apply it to their lives. Children, teenagers and adults of all ages are reporting miraculous stories of positive changes as a result. Rhonda Byrne is dedicated to maintaining the integrity of The Secret and to making sure that now, finally, the whole world knows about The Secret. You will want to share this with your friends and family and they will be grateful for it. This book gives hope for what many have been waiting for-- a shift in the way the world thinks. Its a very exciting time that we are living in, and I as well as everyone at Beyond Words and Atria Books are grateful to be a part of it. 

--Cynthia Black, President, Beyond Words Publishing 
","/home/tom/Calibre Library/Rhonda Byrne/The Secret (145)/cover.jpg","epub","145","isbn:9781582701707,amazon:1582701709","9781582701707","eng","Calibre Library","2006-11-27T23:00:00+10:00","Atria Books/Beyond Words","3","","1.0","3250956","","2014-05-09T18:57:18+10:00","The Secret","Secret, The","424414c9-758d-41c5-8da9-3c3e1b75799a","",""
"Haring, Scott","Scott Haring","","/home/tom/Calibre Library/Scott Haring/Skill Categories.qxd (171)/cover.jpg","pdf","171","","","","Calibre Library","2005-06-25T08:42:08+10:00","","","","1.0","226449","","2016-09-10T16:08:20+10:00","Skill Categories.qxd","Skill Categories.qxd","8b9d79cc-dad1-40d1-afdd-d5d51fcff854","",""
"Chadwick, Frank","Frank Chadwick","","/home/tom/Calibre Library/Frank Chadwick/Sky Galleons of Mars   Cloudships & Gunboa (183)/cover.jpg","pdf","183","","","","Calibre Library","2008-10-15T13:05:01+10:00","","","","1.0","24808915","","2016-09-10T16:13:21+10:00","Sky Galleons of Mars   Cloudships & Gunboa","Sky Galleons of Mars   Cloudships & Gunboa","c348e4f9-3be7-4bde-bcf9-821d5e02ebb8","",""
"Chadwick, Frank","Frank Chadwick","This book combines the text portions of **Sky Galleons of Mars**&**Cloudships and Gunboats**. Contains the rules, scenarios, campaign rules, deck plans, and ship design rules, and ship designs for the Space:1889 role-playing game. It does NOT include any of the non-text portions of the orginal boxed sets: no plastic ships, dice, counters, maps, cardboard heroes, etc.

**
","/home/tom/Calibre Library/Frank Chadwick/Sky Galleons of Mars _ Cloudships & Gunboats (Space 1889 Sci-Fi Roleplaying) (107)/cover.jpg","pdf","107","isbn:9781930658042,amazon:1930658044","9781930658042","eng","Calibre Library","2000-08-02T00:00:00+10:00","Heliograph, Inc.","4","","1.0","24808915","","2015-11-29T13:06:32+10:00","Sky Galleons of Mars / Cloudships & Gunboats (Space 1889 Sci-Fi Roleplaying)","Sky Galleons of Mars / Cloudships & Gunboats (Space 1889 Sci-Fi Roleplaying)","846d4bd6-a0ce-4323-82b2-c58cc3d8b141","",""
"Hayder, Hasin & Maia, Joao Prado & Gheorghe, Lucian","Hasin Hayder & Joao Prado Maia & Lucian Gheorghe","","/home/tom/Calibre Library/Hasin Hayder/Smarty PHP Template Programming and Applications (150)/cover.jpg","epub, pdf","150","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","Packt Publishing","","","1.0","7533204","","2015-12-25T05:15:00+10:00","Smarty PHP Template Programming and Applications","Smarty PHP Template Programming and Applications","c7db5fdc-1c1d-4deb-a84f-cf3d760a542f","",""
"Chadwick, Frank","Frank Chadwick","","/home/tom/Calibre Library/Frank Chadwick/Space 1889 intro (104)/cover.jpg","pdf","104","","","eng","Calibre Library","2010-06-23T11:38:23+10:00","","","","1.0","9770329","rpg, space 1889","2015-12-03T01:54:10+10:00","Space 1889 intro","Space 1889 intro","89490529-87a6-42a2-9040-691c55156cf9","True",""
"Chadwick, Frank","Frank Chadwick","","/home/tom/Calibre Library/Frank Chadwick/Space, 1889  Role-Playing in a Gentler Age (182)/cover.jpg","pdf","182","","","","Calibre Library","2008-10-15T14:06:22+10:00","","","","1.0","27611063","","2016-09-10T16:13:14+10:00","Space, 1889  Role-Playing in a Gentler Age","Space, 1889  Role-Playing in a Gentler Age","116c2642-f9a1-4a10-922e-c9f7fc84ed0d","True",""
"Chadwick, Frank","Frank Chadwick","","/home/tom/Calibre Library/Frank Chadwick/Space, 1889_ Role-Playing in a Gentler Age (106)/cover.jpg","pdf","106","google:FoBeAAAACAAJ,isbn:9780943580807","9780943580807","eng","Calibre Library","1988-12-01T00:00:00+10:00","Putnam Berkley","","","1.0","27611063","","2015-11-29T13:03:38+10:00","Space, 1889: Role-Playing in a Gentler Age","Space, 1889: Role-Playing in a Gentler Age","a0023152-ebe7-44c6-a7b3-71eaafa007e8","True",""
"Chadwick, Frank","Frank Chadwick","","/home/tom/Calibre Library/Frank Chadwick/Space1889-Intro.indd (180)/cover.jpg","pdf","180","","","","Calibre Library","2010-06-23T11:38:23+10:00","","","","1.0","9770329","","2016-09-10T16:13:04+10:00","Space1889-Intro.indd","Space1889-Intro.indd","c48ec2ac-54de-4a3c-abcc-ee47b7e95cf0","",""
"Barrett, Michelle","Michelle Barrett","","/home/tom/Calibre Library/Michelle Barrett/Spell Charts 4e Magic (186)/cover.jpg","pdf","186","","","","Calibre Library","2006-01-11T19:42:27+10:00","","","","1.0","528884","","2016-09-10T16:14:05+10:00","Spell Charts 4e Magic","Spell Charts 4e Magic","e87ef876-6d61-444a-bbf8-2a5f172fbf0d","",""
"Rinaldi, Brian","Brian Rinaldi","Brian Rinaldi, Content and Community Manager at Telerik, explains how static site generators work, the benefits you can expect, and what options are available. Once you complete this brief report, you’ll come to understand what a static site is (and isn’t), as well as how to evaluate whether a static site generator is a workable solution for your project.","/home/tom/Calibre Library/Brian Rinaldi/Static Site Generators (27)/cover.jpg","epub, pdf","27","","","eng","Calibre Library","2015-09-22T00:00:00+10:00","O'Reilly Media, Inc.","","","1.0","4040692","","2016-01-09T21:53:25+10:00","Static Site Generators","Static Site Generators","cfb96482-82cc-44bf-8d14-60856c4d883f","True",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/thesis.dvi (173)/cover.jpg","pdf","173","","","","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","5880148","","2016-09-10T16:09:29+10:00","thesis.dvi","thesis.dvi","96da67a0-c886-45fe-a4ca-7dfbcf3697d9","",""
"Unknown","Unknown","","","","73","","","eng","Calibre Library","2014-04-03T20:50:54+10:00","","","","1.0","","","2016-01-09T22:29:28+10:00","THINKING IN CSS","THINKING IN CSS","174bce27-ac50-4eee-9ec7-467a6b1ece22","",""
"Shenoy, Aravind","Aravind Shenoy","You will gain an intermediate knowledge of HTML after reading this book. Instead of wandering through loads of theory, we will understand HTML practically so that we can semantically define the markup and structure of a webpage. We have used Notepad for the examples in this book. Alternatively, you can also use Notepad++ or any advanced editor. All you need to do is copy the code and paste it into Notepad. Upon execution, you will get the output as depicted in the screenshots. Screenshots are provided for each sample code. 

Coding improves with practice. The examples in this book are compatible with almost every modern browser such as Mozilla Firefox, Opera or Google Chrome to name a few. Instead of using the verbatim code, you can modify the code and see the change in the output, thereby understanding the subtle nuances of HTML. By the end of the book, with practice, you can achieve better things as you get to grips with HTML.

**
","/home/tom/Calibre Library/Aravind Shenoy/Thinking in HTML (152)/cover.jpg","pdf","152","goodreads:23278468,amazon:B00NN8H4FU","","eng","Calibre Library","2014-09-15T00:00:00+10:00","Packt Publishing","4","","1.0","949104","Computers & Technology, 90 Minutes (44-64 Pages)","2016-01-09T22:32:23+10:00","Thinking in HTML","Thinking in HTML","c5b33f5f-227d-4b17-8da1-a7ece3b4e680","",""
"Shenoy, Aravind","Aravind Shenoy","JavaScript is a scripting language for the web. Before we delve into the intricacies of JavaScript, we need to know why it is used. While HTML tells your browser how your webpage will look, JavaScript is used for dynamic content and to add functionality. 

Using this book, you will understand the concept of JavaScript and its use in web designing. You will also have a look at jQuery in general. You will learn about Functions, Operators, the concept of Variables, Conditions and Loops, Arrays, and the basics of jQuery in this book. 

Instead of wandering through loads of theory, we have used practical examples in this book. The examples in this book are compatible with almost every browser. Instead of using the verbatim code, you can modify the code and see the change in the output thereby understanding the subtle nuances of JavaScript. 

By the end of the book, with practice, you can achieve better things and get more acquainted with JavaScript. 

**
","/home/tom/Calibre Library/Aravind Shenoy/Thinking in JavaScript (151)/cover.jpg","pdf","151","goodreads:22038730,amazon:B00JUI6LUQ","","eng","Calibre Library","2014-04-14T00:00:00+10:00","Packt Publishing","3","","1.0","502825","Computers & Technology, One Hour (33-43 Pages)","2016-01-09T22:32:18+10:00","Thinking in JavaScript","Thinking in JavaScript","f96443f1-9a5a-4bc9-bc87-a93a9d748a28","",""
"Dirksen, Jos","Jos Dirksen","**Over 80 shortcuts, solutions, and recipes that allow you to create the most stunning visualizations and 3D scenes using the Three.js library**

## About This Book

  * Create visually stunning 3D graphics and animations directly in your browser, without the need for any plugins or needing to learn WebGL
  * Add zest and beauty to your 3D scenes by using advanced materials, textures, and different light sources as part of these comprehensive and applicable recipes
  * Learn how to use third-party libraries for advanced animation control and simulating real world physics

## Who This Book Is For

This book is ideal for anyone who already knows JavaScript and would like to get a broad understanding of Three.js quickly, or for those of you who have a basic grasp of using Three.js but want to really make an impact with your 3D visualizations by learning its advanced features. To apply the recipes in this book you don’t need to know anything about WebGL; all you need is some general knowledge about JavaScript and HTML.

## What You Will Learn

  * Create a standard HTML skeleton and advanced features such as keyboard controls, drag and drop support, WebGL detection, and loading resources
  * Build and transform Three.js geometries using simple properties and advanced matrix transformations
  * Enhance the look of your scene using Three.js materials, texture maps, and dynamic textures
  * Apply realistic lighting and shadows to the 3D objects you have created
  * Animate particle systems created from scratch or from existing geometries
  * Work with animations, advanced physics, and collision detection

## In Detail

Modern browsers are becoming more powerful each year and in recent years have adopted WebGL as the standard to deliver 3D graphics in a browser. Beginning with some basic recipes to get you started, this book will guide you through the most important features that Three.js has to offer. You'll even learn how to quickly create new geometries from scratch. Solutions and methods that show you how to use HTML5 video and canvas as textures will follow on from this.

By the end of the book, you'll be able to quickly add advanced features to your scene, improve the way users interact with your 3D scene, and make your scenes look stunning.

**
","/home/tom/Calibre Library/Jos Dirksen/Three.js Cookbook (100)/cover.jpg","epub, pdf, zip","100","amazon:B00T0C8EMA","","eng","Calibre Library","2015-01-30T00:00:00+10:00","Packt Publishing","4","","1.0","114484880","Computers & Technology, Graphics & Design, Internet & Social Media, Web Browsers, Programming, Graphics & Multimedia, Programming Languages, Web Development & Design, JavaScript, Reference, Graphic Design, Web Graphics","2015-11-29T12:57:36+10:00","Three.js Cookbook","Three.js Cookbook","934c4690-eb2f-4e07-9c0a-4c45c7b3ab21","True",""
"Dirksen, Jos","Jos Dirksen","**Create and animate beautiful 3D graphics with this fast-paced tutorial**

## About This Book

  * Acquire thorough knowledge of the essential features of Three.js, explained using comprehensive examples
  * Animate HTML5 elements directly from Three.js using the CSS3 3D renderer
  * Visualize information such as sound and open data in beautiful 3D

## Who This Book Is For

If you already know JavaScript and want to quickly learn the essentials of Three.js, this book is for you. No prior knowledge of Three.js, WebGL, 3D modeling, or Math is required.

## What You Will Learn

  * Create standard skeletons and animation loops for Three.js projects that support WebGL and CSS3 3D
  * Use textures and materials to their fullest to enhance rendering of an object
  * Apply different types of lighting using the different light sources available
  * Animate geometries, particle systems, and HTML5 elements with Three.js and Tween.js
  * Create procedural and random geometries from scratch
  * Load geometries from external sources and work with Blender as a 3D modeling tool
  * Work with particle systems for advanced visualizations

## In Detail

Create beautiful visualizations and 3D scenes using Three.js with this practical, example-rich book. Learn all the core concepts of Three.js, and whether you are targeting mobile devices or desktop browsers, you will gain the necessary skills to build a 3D application and improve web performance.

From setting up a development environment and creating your first Three.js scene, you will quickly dive into more complex scene-making. Discover a variety of possible scenes from how to make a rotating planet with data overlay to mini games. Through these examples, you will be shown an array of skills from using materials, controls, and lighting to creating particle systems and geometries from scratch.

By the end of this book, you'll be able to effectively and confidently create 3D scenes using different lights and materials, create visualizations using particle systems, animate web pages, and incorporate Blender in your 3D workflow.

**
","/home/tom/Calibre Library/Jos Dirksen/Three.js Essentials (99)/cover.jpg","epub, pdf, zip","99","isbn:9781783980864,amazon:1783980869","9781783980864","eng","Calibre Library","2014-07-25T00:00:00+10:00","Packt Publishing - ebooks Account","4","","1.0","80913175","","2015-11-29T12:52:24+10:00","Three.js Essentials","Three.js Essentials","c67bae30-f795-4960-a8e0-2dbebbfe93f1","True",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/Timewarp Rigid Body Simulation (72)/cover.jpg","pdf","72","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","6522977","","2015-12-03T01:50:43+10:00","Timewarp Rigid Body Simulation","Timewarp Rigid Body Simulation","14aca9ce-3f37-4c1e-b9e4-e5f227b54584","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/Transferring Data between Standard Dial-Up Modems (36)/cover.jpg","epub","36","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","PediaPress GmbH","","","1.0","10722","","2015-10-27T16:15:51+10:00","Transferring Data between Standard Dial-Up Modems","Transferring Data between Standard Dial-Up Modems","072c2523-4a08-4e86-bc52-448de1c34921","",""
"Reid, Corey","Corey Reid","","/home/tom/Calibre Library/Corey Reid/Untitled (169)/cover.jpg","pdf","169","","","","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","4358468","","2016-09-10T16:07:34+10:00","Untitled","Untitled","22b670b5-c75a-4d2d-9d97-230697dcd7f8","",""
"Sony Corporation","Sony Corporation","","/home/tom/Calibre Library/Sony Corporation/User Guide (83)/cover.jpg","epub","83","","","eng","Calibre Library","2011-12-25T23:00:00+10:00","Sony Corporation","","","1.0","1602075","","2015-10-27T16:15:54+10:00","User Guide","User Guide","e33b332d-8114-478e-b9c1-f7b4caa5bdb0","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/Voip (40)/cover.jpg","epub","40","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","PediaPress GmbH","","","1.0","212417","","2015-10-27T16:16:00+10:00","Voip","Voip","3483dd56-2b7e-41e6-9915-772db9bcb255","",""
"Wells, H. G.","H. G. Wells","H. G. Wells' best-selling classic THE WAR OF THE WORLDS

**

### Amazon.com Review

This is the granddaddy of all alien invasion stories, first published by H.G. Wells in 1898. The novel begins ominously, as the lone voice of a narrator tells readers that ""No one would have believed in the last years of the nineteenth century that this world was being watched keenly and closely by intelligences greater than man's..."" 

Things then progress from a series of seemingly mundane reports about odd atmospheric disturbances taking place on Mars to the arrival of Martians just outside of London. At first the Martians seem laughable, hardly able to move in Earth's comparatively heavy gravity even enough to raise themselves out of the pit created when their spaceship landed. But soon the Martians reveal their true nature as death machines 100-feet tall rise up from the pit and begin laying waste to the surrounding land. Wells quickly moves the story from the countryside to the evacuation of London itself and the loss of all hope as England's military suffers defeat after defeat. With horror his narrator describes how the Martians suck the blood from living humans for sustenance, and how it's clear that man is not being conquered so much a corralled. *--Craig E. Engler*

### From Library Journal

This edition of Wells's much disguised attack on British imperialism includes a scholarly introduction, a biographical preface and chronology of the author's life, maps of the Martian landing sites, and explanatory notes. A lot of extras for the price.  
Copyright 1995 Reed Business Information, Inc. 
","/home/tom/Calibre Library/H. G. Wells/The War of the Worlds (110)/cover.jpg","epub","110","google:fZqLqLdFtYkC,isbn:9781936594054,amazon:161720899X","9781936594054","eng","Calibre Library","2008-05-01T00:00:00+10:00","Arc Manor LLC","4","","1.0","232364","Fiction, Classics, General, Science Fiction, War","2015-10-27T16:15:57+10:00","The War of the Worlds","War of the Worlds, The","b2fd4b2f-4e22-4559-b333-e17e8e6389ae","True",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/WC Bible High (46)/cover.jpg","pdf","46","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","48297774","","2015-12-03T01:50:57+10:00","WC Bible High","WC Bible High","b9c1350e-2de1-4d62-9879-4e4474efe1ba","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/WC3 Script (47)/cover.jpg","pdf","47","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","48837018","","2015-12-03T01:50:10+10:00","WC3 Script","WC3 Script","c4a38204-8458-4dbc-badc-214a71064bd4","",""
"Unknown","Unknown","","/home/tom/Calibre Library/Unknown/WCP Design High (68)/cover.jpg","pdf","68","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","65427460","","2015-12-03T01:50:26+10:00","WCP Design High","WCP Design High","d5dec6b8-6638-4f58-8944-ea73cc105454","",""
"Benkler, Yochai","Yochai Benkler","","/home/tom/Calibre Library/Yochai Benkler/The Wealth of Networks - How Social Production Transforms Markets and Freedom (138)/cover.jpg","epub","138","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","1286057","","2015-10-27T16:16:03+10:00","The Wealth of Networks - How Social Production Transforms Markets and Freedom","Wealth of Networks - How Social Production Transforms Markets and Freedom, The","ac2f32ed-49e0-4c90-846b-4036fa1ef931","",""
"Unknown","Unknown","","","pdf","38","","","eng","Calibre Library","0101-01-01T10:00:00+10:00","","","","1.0","3540970","","2016-07-22T01:11:51+10:00","WEB DEVELOPMENT SALARY AND SKILLS REPORT","WEB DEVELOPMENT SALARY AND SKILLS REPORT","a995d145-10da-4524-ae69-0d75f80269bd","",""
